committee,date,alderman,status
Committee on License and Consumer Protection,4/23/14 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,4/23/14 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,11/17/15 0:00,"Scott, Jr. Michael",1
Committee on License and Consumer Protection,11/17/15 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,11/17/15 0:00,"Smith, Michele",1
Committee on License and Consumer Protection,11/17/15 0:00,"Harris, Michelle A.",0
Committee on License and Consumer Protection,11/17/15 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,11/17/15 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,11/17/15 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,11/17/15 0:00,"Waguespack, Scott",0
Committee on License and Consumer Protection,11/17/15 0:00,"Mitchell, Gregory I.",1
Committee on License and Consumer Protection,11/17/15 0:00,"Taliaferro, Chris",1
Committee on License and Consumer Protection,11/17/15 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,11/17/15 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,11/17/15 0:00,"Moore, David H.",1
Committee on License and Consumer Protection,11/17/15 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,11/17/15 0:00,"Arena, John",1
Committee on License and Consumer Protection,11/17/15 0:00,"Maldonado, Roberto",0
Committee on License and Consumer Protection,11/17/15 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,11/17/15 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,4/10/12 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,4/10/12 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,4/10/12 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,4/10/12 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,4/10/12 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,4/10/12 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,4/10/12 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,4/10/12 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,4/10/12 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,4/10/12 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,4/10/12 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,4/10/12 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,4/10/12 0:00,"Chandler, Michael D.",1
Committee on License and Consumer Protection,4/10/12 0:00,"Arena, John",1
Committee on License and Consumer Protection,4/10/12 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,4/10/12 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,4/10/12 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,3/11/15 0:00,"Ervin, Jason C.",1
Committee on License and Consumer Protection,3/11/15 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,3/11/15 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,3/11/15 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,3/11/15 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,3/11/15 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,3/11/15 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,3/11/15 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,3/11/15 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,3/11/15 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,3/11/15 0:00,"Arena, John",1
Committee on License and Consumer Protection,3/11/15 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,3/11/15 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,3/11/15 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,3/11/15 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,3/11/15 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,3/11/15 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,3/11/15 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,3/13/12 0:00,"Sposato, Nicholas",0
Committee on License and Consumer Protection,3/13/12 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,3/13/12 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,3/13/12 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,3/13/12 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,3/13/12 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,3/13/12 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,3/13/12 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,3/13/12 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,3/13/12 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,3/13/12 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,3/13/12 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,3/13/12 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,3/13/12 0:00,"Arena, John",1
Committee on License and Consumer Protection,3/13/12 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,3/13/12 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,3/13/12 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,6/6/11 0:00,"Mitts, Emma",0
Committee on License and Consumer Protection,6/6/11 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,6/6/11 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,6/6/11 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,6/6/11 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,6/6/11 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,6/6/11 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,6/6/11 0:00,"Sposato, Nicholas",0
Committee on License and Consumer Protection,6/6/11 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,6/6/11 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,6/6/11 0:00,"Quinn, Marty",0
Committee on License and Consumer Protection,6/6/11 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/6/11 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,6/6/11 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,6/6/11 0:00,"Arena, John",0
Committee on License and Consumer Protection,6/6/11 0:00,"Zalewski, Michael R.",1
Committee on License and Consumer Protection,6/6/11 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,6/6/11 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,6/29/11 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,6/29/11 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,6/29/11 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,6/29/11 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,6/29/11 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,6/29/11 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,6/29/11 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,6/29/11 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,6/29/11 0:00,"Chandler, Michael D.",1
Committee on License and Consumer Protection,6/29/11 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,6/29/11 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,6/29/11 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/29/11 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,6/29/11 0:00,"Arena, John",1
Committee on License and Consumer Protection,6/29/11 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,6/29/11 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,6/29/11 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,9/30/14 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,9/30/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,9/30/14 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,9/30/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,9/30/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,9/30/14 0:00,"Silverstein, Debra L.",0
Committee on License and Consumer Protection,9/30/14 0:00,"Thompson, JoAnn",1
Committee on License and Consumer Protection,9/30/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,9/30/14 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,9/30/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,9/30/14 0:00,"Arena, John",1
Committee on License and Consumer Protection,9/30/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,9/30/14 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,9/30/14 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,9/30/14 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,9/30/14 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,9/30/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,9/30/14 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,4/14/15 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,4/14/15 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,4/14/15 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,4/14/15 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,4/14/15 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,4/14/15 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,4/14/15 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,4/14/15 0:00,"Colon, Rey",1
Committee on License and Consumer Protection,4/14/15 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,4/14/15 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,4/14/15 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,4/14/15 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,4/14/15 0:00,"Mell, Deborah",1
Committee on License and Consumer Protection,4/14/15 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,4/14/15 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,4/14/15 0:00,"Arena, John",0
Committee on License and Consumer Protection,4/14/15 0:00,"Moreno, Proco Joe",0
Committee on License and Consumer Protection,4/14/15 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,4/14/15 0:00,"Cullerton, Timothy M.",1
Committee on License and Consumer Protection,4/14/15 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,4/3/13 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,4/3/13 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,4/3/13 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,4/3/13 0:00,"Arena, John",1
Committee on License and Consumer Protection,4/3/13 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,4/3/13 0:00,"Cardenas, George A.",1
Committee on License and Consumer Protection,4/3/13 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,4/3/13 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,4/3/13 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,4/3/13 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,4/3/13 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,4/3/13 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,4/3/13 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,4/3/13 0:00,"O'Shea, Matthew J.",1
Committee on License and Consumer Protection,4/3/13 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,4/3/13 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,4/3/13 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,6/18/14 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,6/18/14 0:00,"Sawyer, Roderick T.",0
Committee on License and Consumer Protection,6/18/14 0:00,"O'Connor, Mary",1
Committee on License and Consumer Protection,6/18/14 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,6/18/14 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,6/18/14 0:00,"Cochran, Willie",1
Committee on License and Consumer Protection,6/18/14 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,6/18/14 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,6/18/14 0:00,"Thompson, JoAnn",0
Committee on License and Consumer Protection,6/18/14 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,6/18/14 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,6/18/14 0:00,"Tunney, Thomas",1
Committee on License and Consumer Protection,6/18/14 0:00,"Fioretti, Bob",0
Committee on License and Consumer Protection,6/18/14 0:00,"Cappleman, James",0
Committee on License and Consumer Protection,6/18/14 0:00,"Arena, John",0
Committee on License and Consumer Protection,6/18/14 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,6/18/14 0:00,"Graham, Deborah L.",0
Committee on License and Consumer Protection,11/15/11 0:00,"O'Shea, Matthew J.",0
Committee on License and Consumer Protection,11/15/11 0:00,"O'Connor, Mary",0
Committee on License and Consumer Protection,11/15/11 0:00,"Mitts, Emma",1
Committee on License and Consumer Protection,11/15/11 0:00,"Fioretti, Bob",1
Committee on License and Consumer Protection,11/15/11 0:00,"Silverstein, Debra L.",1
Committee on License and Consumer Protection,11/15/11 0:00,"Cardenas, George A.",0
Committee on License and Consumer Protection,11/15/11 0:00,"Cochran, Willie",0
Committee on License and Consumer Protection,11/15/11 0:00,"Sposato, Nicholas",1
Committee on License and Consumer Protection,11/15/11 0:00,"Reboyras, Ariel",1
Committee on License and Consumer Protection,11/15/11 0:00,"Quinn, Marty",1
Committee on License and Consumer Protection,11/15/11 0:00,"Arena, John",1
Committee on License and Consumer Protection,11/15/11 0:00,"Chandler, Michael D.",0
Committee on License and Consumer Protection,11/15/11 0:00,"Sawyer, Roderick T.",1
Committee on License and Consumer Protection,11/15/11 0:00,"Cappleman, James",1
Committee on License and Consumer Protection,11/15/11 0:00,"Tunney, Thomas",0
Committee on License and Consumer Protection,11/15/11 0:00,"Moreno, Proco Joe",1
Committee on License and Consumer Protection,11/15/11 0:00,"Graham, Deborah L.",1
Committee on License and Consumer Protection,5/2/13 0:00,"O'Connor, Mary",1
