Alderman,Committee,Start,End,
"u'Mitchell, Gregory I.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Mitchell, Gregory I.'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Mitchell, Gregory I.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Mitts, Emma'",u'City Council',2000-01-12,2019-05-20,
"u'Mitts, Emma'",u'Committee on Aviation',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Mitts, Emma'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Mitts, Emma'","u'Committee on Economic, Capital and Technology Development'",2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Health and Environmental Protection',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on License and Consumer Protection',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Pedestrian and Traffic Safety',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Public Safety',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Committee on Workforce Development and Audit',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Mitts, Emma'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Finance; Public Safety',2000-01-12,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-21,2019-05-20,
"u'Mitts, Emma'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Mitts, Emma'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Moore, David H.'",u'City Council',2015-05-18,2019-05-20,
"u'Moore, David H.'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Moore, David H.'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Moore, David H.'",u'Committee on Housing and Real Estate',2015-05-20,2019-05-20,
"u'Moore, David H.'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Moore, David H.'",u'Committee on License and Consumer Protection',2015-05-20,2019-05-20,
"u'Moore, David H.'","u'Committee on Zoning, Landmarks and Building Standards'",2015-05-20,2019-05-20,
"u'Moore, David H.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Moore, David H.'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Moore, David H.'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2016-06-17,2019-05-20,
"u'Moore, David H.'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Moore, David H.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Moore, David H.'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Moore, David H.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Moore, David H.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Moore, Joseph'",u'City Council',1991-05-05,2019-05-20,
"u'Moore, Joseph'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Moore, Joseph'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Moore, Joseph'",u'Committee on Education and Child Development',2015-05-20,2019-05-20,
"u'Moore, Joseph'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Moore, Joseph'",u'Committee on Health and Environmental Protection',2007-05-21,2019-05-20,
"u'Moore, Joseph'",u'Committee on Housing and Real Estate',2015-05-20,2019-05-20,
"u'Moore, Joseph'",u'Committee on Human Relations',2014-07-24,2019-05-20,
"u'Moore, Joseph'","u'Committee on Special Events, Cultural Affairs and Recreation'",2013-07-24,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Moore, Joseph'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Finance; Public Safety',1991-05-06,2019-05-20,
"u'Moore, Joseph'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2016-06-17,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2019-05-20,
"u'Moore, Joseph'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Moore, Joseph'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Moore, Joseph'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Moreno, Proco Joe'",u'City Council',2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'","u'Committee on Committees, Rules and Ethics'",2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'","u'Committee on Economic, Capital and Technology Development'",2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'",u'Committee on Finance',2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'",u'Committee on Health and Environmental Protection',2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'","u'Committee on Special Events, Cultural Affairs and Recreation'",2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'","u'Committee on Zoning, Landmarks and Building Standards'",2015-05-20,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Moreno, Proco Joe'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2014-03-11,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee: Finance; Public Safety',2010-03-26,2019-05-20,
"u'Moreno, Proco Joe'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2016-06-17,2019-05-20,
"u'Moreno, Proco Joe'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Moreno, Proco Joe'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Munoz, Ricardo'",u'City Council',1993-01-12,2019-05-20,
"u'Munoz, Ricardo'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Munoz, Ricardo'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Munoz, Ricardo'",u'Committee on Education and Child Development',2007-05-21,2019-05-20,
"u'Munoz, Ricardo'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Munoz, Ricardo'",u'Committee on Human Relations',2007-05-21,2019-05-20,
"u'Munoz, Ricardo'",u'Committee on Public Safety',2015-05-20,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Munoz, Ricardo'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Finance; Public Safety',1993-01-12,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2019-05-20,
"u'Munoz, Ricardo'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Munoz, Ricardo'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Munoz, Ricardo'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Napolitano, Anthony V.'",u'City Council',2015-05-18,2019-05-20,
"u'Napolitano, Anthony V.'",u'Committee on Aviation',2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'",u'Committee on Pedestrian and Traffic Safety',2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'",u'Committee on Public Safety',2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'",u'Committee on Transportation and Public Way',2015-05-20,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: Finance; Public Safety',2015-07-29,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Napolitano, Anthony V.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Napolitano, Anthony V.'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Napolitano, Anthony V.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Osterman, Harry'",u'City Council',2011-05-16,2019-05-20,
"u'Osterman, Harry'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Committee on Education and Child Development',2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Committee on Finance',2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Committee on Health and Environmental Protection',2015-05-20,2019-05-20,
"u'Osterman, Harry'",u'Committee on Public Safety',2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Osterman, Harry'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Finance; Public Safety',2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Osterman, Harry'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Osterman, Harry'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Pawar, Ameya'",u'City Council',2011-05-16,2019-05-20,
"u'Pawar, Ameya'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Pawar, Ameya'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Pawar, Ameya'","u'Committee on Economic, Capital and Technology Development'",2011-05-16,2019-05-20,
"u'Pawar, Ameya'",u'Committee on Housing and Real Estate',2015-05-20,2019-05-20,
"u'Pawar, Ameya'",u'Committee on Public Safety',2011-05-16,2019-05-20,
"u'Pawar, Ameya'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Pawar, Ameya'","u'Committee on Zoning, Landmarks and Building Standards'",2011-05-16,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Pawar, Ameya'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2011-05-16,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: Finance; Public Safety',2011-05-16,2019-05-20,
"u'Pawar, Ameya'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Pawar, Ameya'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Pawar, Ameya'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Pawar, Ameya'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Quinn, Marty'",u'City Council',2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Committee on Aviation',2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Quinn, Marty'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Committee on Finance',2013-07-24,2019-05-20,
"u'Quinn, Marty'",u'Committee on License and Consumer Protection',2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Committee on Pedestrian and Traffic Safety',2011-05-16,2019-05-20,
"u'Quinn, Marty'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Committee on Transportation and Public Way',2011-05-16,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Quinn, Marty'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2013-07-24,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: Finance; Public Safety',2011-05-16,2019-05-20,
"u'Quinn, Marty'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Quinn, Marty'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2011-05-16,2019-05-20,
"u'Quinn, Marty'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'City Council',2015-05-18,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'Committee on Health and Environmental Protection',2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'Committee on Pedestrian and Traffic Safety',2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'Committee on Workforce Development and Audit',2015-05-20,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Ramirez-Rosa, Carlos'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Ramirez-Rosa, Carlos'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Reboyras, Ariel'",u'City Council',2003-05-05,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Aviation',2014-07-24,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Health and Environmental Protection',2015-05-20,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Housing and Real Estate',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Human Relations',2013-07-24,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on License and Consumer Protection',2014-07-24,2019-05-20,
"u'Reboyras, Ariel'",u'Committee on Public Safety',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Reboyras, Ariel'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Public Safety',2003-05-05,2019-05-20,
"u'Reboyras, Ariel'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-21,2019-05-20,
"u'Reboyras, Ariel'",u'Joint Committee: Public Safety; Health and Environmental Protection',2017-01-25,2019-05-20,
"u'Reboyras, Ariel'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Reilly, Brendan'",u'City Council',2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Committee on Budget and Government Operations',2007-05-21,2019-05-20,
"u'Reilly, Brendan'","u'Committee on Committees, Rules and Ethics'",2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Committee on Finance',2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Committee on Transportation and Public Way',2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Committee on Workforce Development and Audit',2007-05-21,2019-05-20,
"u'Reilly, Brendan'","u'Committee on Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Reilly, Brendan'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee: Finance; License and Consumer Protection',2015-03-18,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee: Finance; Public Safety',2007-05-21,2019-05-20,
"u'Reilly, Brendan'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2019-05-20,
"u'Reilly, Brendan'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-21,2019-05-20,
"u'Reilly, Brendan'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Sadlowski Garza, Susan'",u'City Council',2015-05-18,2019-05-20,
"u'Sadlowski Garza, Susan'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Committee on Education and Child Development',2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Committee on Housing and Real Estate',2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Committee on Transportation and Public Way',2015-05-20,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Sadlowski Garza, Susan'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2016-06-17,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Sadlowski Garza, Susan'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Sadlowski Garza, Susan'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Sadlowski Garza, Susan'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Santiago, Milagros S.'",u'City Council',2015-05-18,2019-05-20,
"u'Santiago, Milagros S.'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'","u'Committee on Economic, Capital and Technology Development'",2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'",u'Committee on Human Relations',2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'","u'Committee on Special Events, Cultural Affairs and Recreation'",2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'",u'Committee on Transportation and Public Way',2015-05-20,2019-05-20,
"u'Santiago, Milagros S.'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Santiago, Milagros S.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Santiago, Milagros S.'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Santiago, Milagros S.'",u'Joint Committee: Human Relations; Public Safety',2015-12-16,2019-05-20,
"u'Santiago, Milagros S.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Santiago, Milagros S.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2016-05-18,2019-05-20,
"u'Santiago, Milagros S.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Sawyer, Roderick T.'",u'City Council',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Sawyer, Roderick T.'","u'Committee on Committees, Rules and Ethics'",2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on Education and Child Development',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on Finance',2015-05-20,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on Human Relations',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on License and Consumer Protection',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Committee on Pedestrian and Traffic Safety',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'","u'Committee on Special Events, Cultural Affairs and Recreation'",2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee; Finance; Public Safety',2015-07-29,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Budget and Government Operations; Public Safety',2016-04-13,2019-05-20,
"u'Sawyer, Roderick T.'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2015-09-24,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Education and Child Development; Health and Environmental Protection',2016-08-26,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; Budget and Government Operations',2015-07-29,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; License and Consumer Protection',2015-10-21,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Finance; Public Safety',2015-07-29,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: Human Relations; Public Safety',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'","u'Joint Committee: Human Relations; Special Events, Cultural Affairs and Recreation'",2016-01-14,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: License and Consumer Protection; Public Safety',2016-02-10,2019-05-20,
"u'Sawyer, Roderick T.'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2011-05-16,2019-05-20,
"u'Sawyer, Roderick T.'","u'Joint Committee: Workforce Development and Audit; Committees, Rules and Ethics'",2015-12-04,2019-05-20,
"u'Scott, Jr. Michael'",u'City Council',2015-05-18,2019-05-20,
"u'Scott, Jr. Michael'",u'Committee on Budget and Government Operations',2015-05-20,2019-05-20,
"u'Scott, Jr. Michael'","u'Committee on Committees, Rules and Ethics'",2015-05-20,2019-05-20,
